"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1651906";"STREPTOZOCIN";"NSC-37917|NSC-85998|STREPTOZOCIN|STREPTOZOTOCIN|STZ|U-9889|Zanosar";"Small molecule";"4";"265.22";"128";"720";"-2.89";"151.92";"8";"5";"0";"3";"N";"0.27";"11.43";"None";"-2.72";"-2.72";"0";"MOL";"0";"18";"10";"5";"0";"265.0910";"NEUTRAL";"C8H15N3O7";"CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL502620";"ACLARUBICIN";"ACLACINOMYCIN A|ACLARUBICIN|ACLARUBICIN HYDROCHLORIDE|NSC-208734";"Small molecule";"2";"811.88";"115";"299";"3.16";"217.05";"16";"4";"2";"9";"N";"0.23";"7.47";"8.64";"3.98";"3.95";"2";"MOL";"0";"58";"16";"4";"2";"811.3415";"BASE";"C42H53NO15";"CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC"
"CHEMBL2028663";"DABRAFENIB";"DABRAFENIB|GSK-2118436|GSK-2118436A|GSK2118436|GSK2118436A|TAFINLAR";"Small molecule";"4";"519.57";"323";"391";"5.36";"110.86";"7";"2";"2";"5";"N";"0.37";"7.16";"2.97";"5.46";"5.10";"4";"MOL";"0";"35";"7";"3";"2";"519.1011";"NEUTRAL";"C23H20F3N5O2S2";"CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1"
"CHEMBL450449";"TRABECTEDIN";"ECTEINASCIDINS TRABECTEDIN|ET-743|NSC-648766|TRABECTEDIN|YONDELIS|Yondelis";"Small molecule";"4";"761.85";"17";"84";"3.41";"168.72";"15";"4";"2";"3";"N";"0.23";"9.25";"7.19";"4.19";"3.97";"3";"MOL";"0";"54";"14";"4";"2";"761.2618";"NEUTRAL";"C39H43N3O11S";"COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4"
"CHEMBL483254";"PANOBINOSTAT";"FARYDAK|LBH589|PANOBINOSTAT";"Small molecule";"4";"349.43";"87";"382";"3.33";"77.15";"3";"4";"0";"7";"N";"0.23";"9.31";"9.95";"2.48";"0.97";"3";"MOL";"0";"26";"5";"4";"0";"349.1790";"BASE";"C21H23N3O2";"Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1"
"CHEMBL939";"GEFITINIB";"GEFITINIB|Iressa|ZD-1839|ZD1839";"Small molecule";"4";"446.91";"1150";"4322";"4.28";"68.74";"7";"1";"0";"8";"N";"0.52";"None";"6.85";"3.75";"3.64";"3";"MOL";"0";"31";"7";"1";"0";"446.1521";"NEUTRAL";"C22H24ClFN4O3";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1"
"CHEMBL46286";"OMACETAXINE MEPESUCCINATE";"CGX-635|HOMOHARRINGTONINE|NSC-141633|OMACETAXINE MEPESUCCINATE|SYNRIBO";"Small molecule";"4";"545.63";"93";"156";"2.58";"123.99";"10";"2";"1";"9";"N";"0.45";"12.09";"9.42";"1.88";"-0.12";"1";"MOL";"0";"39";"10";"2";"1";"545.2625";"BASE";"C29H39NO9";"COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4"
"CHEMBL810";"TEMOZOLOMIDE";"CCRG-81045|M&B 39831|M&B-39831|M-39831|NSC-362856|SCH 52365|SCH-52365|TEMODAL|TEMOMEDAC|TEMOZOLOMIDE|Temodar";"Small molecule";"4";"194.15";"134";"410";"-2.08";"108.17";"7";"1";"0";"1";"N";"0.56";"10.46";"None";"-0.28";"-0.28";"2";"MOL";"0";"14";"8";"2";"0";"194.0552";"NEUTRAL";"C6H6N6O2";"Cn1nnc2c(C(N)=O)ncn2c1=O"
"CHEMBL3989908";"ENASIDENIB";"AG 221|AG-221|CC-90007 Free Base|ENASIDENIB";"Small molecule";"4";"473.38";"7";"21";"4.29";"108.74";"8";"3";"0";"6";"N";"0.46";"11.37";"4.25";"4.59";"4.59";"3";"MOL";"0";"33";"8";"3";"0";"473.1399";"NEUTRAL";"C19H17F6N7O";"CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1"
"CHEMBL3137309";"VENETOCLAX";"ABT-199|GDC-0199|RG-7601|RG7601|VENCLEXTA|VENETOCLAX";"Small molecule";"4";"868.46";"18";"69";"8.66";"172.03";"11";"3";"3";"13";"N";"0.08";"4.18";"7.96";"6.76";"6.88";"5";"MOL";"0";"61";"14";"3";"3";"867.3181";"ACID";"C45H50ClN7O7S";"CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1"
"CHEMBL1129";"TRIFLURIDINE";"NSC-529182|NSC-75520|T.F.T.|TRIFLURIDINE|TRIFLURIDINE |TRIHERPINE|Viroptic";"Small molecule";"4";"296.20";"51";"199";"-0.80";"104.55";"6";"3";"0";"2";"N";"0.66";"8.50";"None";"-0.75";"-0.79";"1";"MOL";"0";"20";"7";"3";"0";"296.0620";"NEUTRAL";"C10H11F3N2O5";"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F"
"CHEMBL3301607";"FILGOTINIB";"FILGOTINIB|Filgotinib|G-146034|G146034|GLPG-0634|GLPG0634|GS-6034 FREE BASE";"Small molecule";"4";"425.51";"320";"429";"1.98";"96.67";"7";"1";"0";"5";"N";"0.67";"10.96";"3.32";"2.03";"2.03";"3";"MOL";"0";"30";"8";"1";"0";"425.1522";"NEUTRAL";"C21H23N5O3S";"O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1"
"CHEMBL460287";"ETOGLUCID";"EPODYL|ETHOGLUCID|ETOGLUCID|ICI 32865";"Small molecule";"4";"262.30";"2";"4";"-0.15";"61.98";"6";"0";"0";"13";"N";"0.34";"None";"None";"-0.33";"-0.33";"0";"MOL";"0";"18";"6";"0";"0";"262.1416";"NEUTRAL";"C12H22O6";"C(COCCOCC1CO1)OCCOCC1CO1"
"CHEMBL2105717";"CABOZANTINIB";"BMS-907351|BMS-907351 FREE BASE|CABOMETYX|CABOZANTINIB|COMETRIQ|XL-184|XL-184 FREE BASE|XL184";"Small molecule";"4";"501.51";"334";"563";"5.54";"98.78";"6";"2";"2";"8";"N";"0.31";"13.46";"5.90";"4.66";"4.65";"4";"MOL";"0";"37";"8";"2";"2";"501.1700";"NEUTRAL";"C28H24FN3O5";"COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC"
"CHEMBL224060";"VOROZOLE";"R 83842|Rivizor|VOROZOLE|Vorozole";"Small molecule";"0";"324.78";"4";"7";"2.85";"61.42";"6";"0";"0";"3";"N";"0.58";"None";"1.90";"3.28";"3.28";"4";"MOL";"0";"23";"6";"0";"0";"324.0890";"NEUTRAL";"C16H13ClN6";"Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21"
"CHEMBL221959";"TOFACITINIB";"550|CP 690550|CP- 690 550|CP-690|CP-690,550|CP-690,550 FREE BASE|CP-690-550|CP-690550|CP-690550 FREE BASE|CP690,550|CP690550|TASOCITINIB|TOFACITINIB";"Small molecule";"4";"312.38";"516";"1653";"1.54";"88.91";"5";"1";"0";"3";"N";"0.93";"9.15";"6.44";"1.24";"1.19";"2";"MOL";"0";"23";"7";"1";"0";"312.1699";"NEUTRAL";"C16H20N6O";"C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12"
"CHEMBL491473";"CEDIRANIB";"AZD-2171|AZD2171|CEDIRANIB|Cediranib|Recentin|ZD-2171";"Small molecule";"3";"450.51";"492";"927";"5.22";"72.50";"6";"1";"1";"8";"N";"0.37";"None";"9.14";"4.13";"2.39";"4";"MOL";"0";"33";"7";"1";"1";"450.2067";"BASE";"C25H27FN4O3";"COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1"
"CHEMBL3545308";"ROCILETINIB";"AVL-301|CNX-419|CO-1686|CS-1631|ROCILETINIB|Rociletinib";"Small molecule";"3";"555.56";"289";"419";"4.78";"111.72";"8";"3";"1";"8";"N";"0.34";"13.63";"4.34";"4.10";"4.10";"3";"MOL";"0";"40";"10";"3";"1";"555.2206";"NEUTRAL";"C27H28F3N7O3";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1"
"CHEMBL1908391";"MASITINIB";"AB-1010|Kinavet|MASITINIB|Masitinib|Masivet";"Small molecule";"3";"498.66";"484";"756";"5.26";"73.39";"7";"2";"1";"7";"N";"0.36";"12.70";"7.84";"4.97";"4.39";"4";"MOL";"0";"36";"7";"2";"1";"498.2202";"NEUTRAL";"C28H30N6OS";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1"
"CHEMBL3707212";"GESTONORONE";"GESTONORONE";"Small molecule";"0";"316.44";"";"";"3.45";"54.37";"3";"1";"0";"1";"N";"0.81";"12.70";"None";"3.10";"3.10";"0";"MOL";"0";"23";"3";"1";"0";"316.2038";"NEUTRAL";"C20H28O3";"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C"
"CHEMBL2362016";"ARSENIC TRIOXIDE";"ARSENIC TRIOXIDE|Arsenic trioxide|Trisenox";"Small molecule";"4";"395.68";"17";"54";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"395.6559";"None";"As4O6";"O1[As]2O[As]3O[As]1O[As](O2)O3"
"CHEMBL3301622";"GILTERITINIB";"ASP-2215|ASP2215|GILTERITINIB|Gilteritinib";"Small molecule";"4";"552.72";"284";"296";"2.70";"121.11";"10";"3";"1";"9";"N";"0.43";"None";"8.41";"2.79";"1.69";"2";"MOL";"0";"40";"11";"4";"2";"552.3536";"NEUTRAL";"C29H44N8O3";"CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1"
"CHEMBL11359";"CISPLATIN";"CIS-DDP|CIS-PLATINUM II|CISPLATIN|Cisplatinum|INT-230-6 COMPONENT CISPLATIN|INT230-6 COMPONENT CISPLATIN|LIPLACIS|NSC-119875|PLATINOL-AQ|Platinol|cis-diamminedichloroplatinum(II)";"Small molecule";"4";"300.05";"840";"4111";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"1";"None";"None";"None";"None";"296.9399";"None";"H6Cl2N2Pt+2";""
"CHEMBL1488";"URACIL MUSTARD";"U-8344|URACIL MUSTARD|URAMUSTINE";"Small molecule";"4";"252.10";"84";"109";"0.35";"68.96";"3";"2";"0";"5";"N";"0.74";"8.76";"None";"0.41";"0.39";"1";"MOL";"0";"15";"5";"2";"0";"251.0228";"NEUTRAL";"C8H11Cl2N3O2";"O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1"
"CHEMBL468";"THALIDOMIDE";"K-17|NSC-527179|NSC-66847|TALIDEX|THALIDOMIDE|THALIDOMIDE |Thalomid";"Small molecule";"4";"258.23";"222";"781";"0.09";"83.55";"4";"1";"0";"1";"N";"0.72";"11.59";"None";"0.02";"0.02";"1";"MOL";"0";"19";"6";"1";"0";"258.0641";"NEUTRAL";"C13H10N2O4";"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1"
"CHEMBL84";"TOPOTECAN";"HYCAMTIN|Hycamtin|NSC-609699|POTACTASOL|SKF-104864|TOPOTECAN|Topotecan";"Small molecule";"4";"421.45";"213";"1045";"1.85";"104.89";"8";"2";"0";"3";"N";"0.49";"8.00";"9.75";"-0.33";"-0.91";"3";"MOL";"0";"31";"8";"2";"0";"421.1638";"BASE";"C23H23N3O5";"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1"
"CHEMBL411";"DIETHYLSTILBESTROL";"APSTIL|CYREN A|DIETHYLSTILBESTROL|DISTILBENE|Diethylstilbestrol|ESTROBENE|ESTROGENINE|ESTROMENIN|FONATOL|NEW-ESTRANOL 1|NSC-3070|PALESTROL|STILBESTROFORM|STILBESTROL|STILBOESTROL|SYNESTRIN|SYNTHESTRIN|Stilbestrol|Stilbetin|Stilboesterol|TAMPOVAGAN";"Small molecule";"4";"268.36";"196";"1103";"4.83";"40.46";"2";"2";"0";"4";"N";"0.78";"8.63";"None";"5.19";"5.17";"2";"MOL";"0";"20";"2";"2";"0";"268.1463";"NEUTRAL";"C18H20O2";"CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1"
"CHEMBL1289601";"LENVATINIB";"E-7080|ER-203492-00|KISPLYX|LENVATINIB|LENVIMA";"Small molecule";"4";"426.86";"301";"332";"4.07";"115.57";"5";"3";"0";"6";"N";"0.55";"12.37";"5.40";"2.52";"2.52";"3";"MOL";"0";"30";"8";"4";"0";"426.1095";"NEUTRAL";"C21H19ClN4O4";"COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O"
"CHEMBL3813873";"PEXIDARTINIB";"CML-261|PEXIDARTINIB|PLX-3397|PLX3397";"Small molecule";"4";"417.82";"288";"307";"5.23";"66.49";"4";"2";"1";"5";"N";"0.47";"None";"6.76";"4.54";"4.45";"4";"MOL";"0";"29";"5";"2";"1";"417.0968";"NEUTRAL";"C20H15ClF3N5";"FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1"
"CHEMBL1201746";"PRALATREXATE";"FOLOTYN|PDX|PRALATREXATE";"Small molecule";"4";"477.48";"14";"35";"0.98";"207.30";"9";"5";"0";"10";"N";"0.26";"3.26";"2.85";"0.62";"-5.71";"3";"MOL";"0";"35";"12";"7";"2";"477.1761";"ACID";"C23H23N7O5";"C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"
"CHEMBL2336071";"SIPONIMOD";"BAF-312|BAF312|NVP-BAF312-NX|SIPONIMOD|Siponimod";"Small molecule";"4";"516.60";"17";"41";"6.77";"62.13";"4";"1";"2";"9";"N";"0.30";"3.33";"8.50";"4.31";"4.28";"2";"MOL";"0";"37";"5";"1";"2";"516.2600";"ACID";"C29H35F3N2O3";"CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1"
"CHEMBL1094636";"NIRAPARIB";"JNJ-64091742|MK-4827|MK4827|NIRAPARIB|ZEJULA|ZL-2306";"Small molecule";"4";"320.40";"40";"143";"2.59";"72.94";"4";"2";"0";"3";"N";"0.78";"None";"10.08";"2.47";"-0.11";"3";"MOL";"0";"24";"5";"3";"0";"320.1637";"BASE";"C19H20N4O";"NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12"
"CHEMBL3545311";"BRIGATINIB";"ALUNBRIG|AP-26113|AP26113|BRIGATINIB|Brigatinib";"Small molecule";"4";"584.11";"20";"68";"5.09";"85.86";"9";"2";"2";"8";"N";"0.35";"12.88";"8.48";"3.66";"2.49";"3";"MOL";"0";"40";"9";"2";"2";"583.2591";"NEUTRAL";"C29H39ClN7O2P";"COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1"
"CHEMBL312862";"DEMECOLCINE";"C-12669|COLCHAMINE|DEMECOLCINE|SUBSTANCE F";"Small molecule";"0";"371.43";"33";"83";"2.95";"66.02";"6";"1";"0";"5";"N";"0.87";"None";"9.70";"2.08";"-0.18";"2";"MOL";"0";"27";"6";"1";"0";"371.1733";"BASE";"C21H25NO5";"CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21"
"CHEMBL1201752";"IXABEPILONE";"BMS 247550-01|BMS-247550|BMS-247550-01|IXABEPILONE|IXEMPRA KIT|Ixempra";"Small molecule";"4";"506.71";"10";"26";"4.05";"112.05";"7";"3";"1";"2";"N";"0.52";"13.85";"2.73";"3.39";"3.39";"1";"MOL";"0";"35";"7";"3";"1";"506.2814";"NEUTRAL";"C27H42N2O5S";"C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1"
"CHEMBL476";"DACARBAZINE";"DACARBAZINE|DIC|DTIC|Dtic-Dome|NCI C04717|NSC-45388";"Small molecule";"4";"182.19";"210";"499";"0.07";"99.73";"4";"2";"0";"3";"N";"0.51";"6.64";"1.72";"-0.43";"-1.05";"1";"MOL";"0";"13";"7";"3";"0";"182.0916";"NEUTRAL";"C6H10N6O";"CN(C)/N=N/c1[nH]cnc1C(N)=O"
"CHEMBL820";"BUSULFAN";"BUSILVEX|BUSULFAN|Busulfan|Busulfex|MYELOSAN|Myleran|NCI-C01592|NSC-750|SULPHABUTIN";"Small molecule";"4";"246.31";"226";"1263";"-0.28";"86.74";"6";"0";"0";"7";"N";"0.45";"None";"None";"-0.76";"-0.76";"0";"MOL";"0";"14";"6";"0";"0";"246.0232";"None";"C6H14O6S2";"CS(=O)(=O)OCCCCOS(C)(=O)=O"
