"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1171837";"PONATINIB";"AP-24534|AP24534|ICLUSIG|PONATINIB";"Small molecule";"4";"532.57";"977";"1186";"4.46";"65.77";"6";"1";"1";"4";"N";"0.39";"None";"7.62";"4.97";"4.54";"4";"MOL";"0";"39";"7";"1";"1";"532.2198";"NEUTRAL";"C29H27F3N6O";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12"
"CHEMBL2110732";"DACOMITINIB";"DACOMITINIB|DACOMITINIB HYDRATE|Dacomitinib|PF-00299804";"Small molecule";"4";"469.95";"293";"365";"5.16";"79.38";"6";"2";"1";"7";"N";"0.47";"12.50";"8.55";"4.71";"3.53";"3";"MOL";"0";"33";"7";"2";"1";"469.1681";"BASE";"C24H25ClFN5O2";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1"
"CHEMBL514";"LOMUSTINE";"CCN-U|CCNU|Ceenu|GLEOSTINE|LOMUSTINE|NSC-79037";"Small molecule";"4";"233.70";"213";"2692";"2.25";"61.77";"3";"1";"0";"4";"N";"0.46";"None";"None";"2.16";"2.16";"0";"MOL";"0";"15";"5";"1";"0";"233.0931";"NEUTRAL";"C9H16ClN3O2";"O=NN(CCCl)C(=O)NC1CCCCC1"
"CHEMBL852";"MELPHALAN";"ALANINE NITROGEN MUSTARD|ALKERAN|Aikeran|CB 3025|CB-3025|L-SARCOLYSIN|MELFALAN|MELPHALAN|NCI-C04853|NSC-241286|NSC-8806|PHENYLALANINE MUSTARD|SK 15673|SK-15673";"Small molecule";"4";"305.21";"243";"1151";"1.93";"66.56";"3";"2";"0";"8";"N";"0.72";"1.29";"9.51";"0.25";"0.25";"1";"MOL";"0";"19";"4";"3";"0";"304.0745";"ZWITTERION";"C13H18Cl2N2O2";"N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O"
"CHEMBL1580";"PENTOSTATIN";"CI-825|NSC-218321|Nipent|PD 81565|PD-81565|PENTOSTATIN|YK-176";"Small molecule";"4";"268.27";"18";"97";"-1.18";"112.13";"8";"4";"0";"2";"N";"0.54";"13.06";"8.33";"-2.02";"-2.93";"1";"MOL";"0";"19";"8";"4";"0";"268.1172";"NEUTRAL";"C11H16N4O4";"OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O"
"CHEMBL1336";"SORAFENIB";"BAY 43-9006|BAY-43-9006|Nexavar|SORAFENIB|Sorafenib";"Small molecule";"4";"464.83";"1217";"4482";"5.55";"92.35";"4";"3";"1";"5";"N";"0.46";"11.55";"3.03";"4.34";"4.34";"3";"MOL";"0";"32";"7";"3";"1";"464.0863";"NEUTRAL";"C21H16ClF3N4O3";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1"
"CHEMBL1488165";"PIDOTIMOD";"PIDOTIMOD";"Small molecule";"0";"244.27";"66";"71";"-0.75";"86.71";"4";"2";"0";"2";"N";"0.67";"3.57";"None";"-1.29";"-4.65";"0";"MOL";"0";"16";"6";"2";"0";"244.0518";"ACID";"C9H12N2O4S";"O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1"
"CHEMBL1908360";"EVEROLIMUS";"AFINITOR|AFINITOR DISPERZ|CERTICAN|EVEROLIMUS|RAD 666|RAD-001|RAD-666|RAD001|SDZ-RAD|VOTUBIA|ZORTRESS";"Small molecule";"4";"958.24";"318";"362";"6.20";"204.66";"14";"3";"3";"9";"N";"0.13";"9.96";"None";"7.40";"7.40";"0";"MOL";"0";"68";"15";"3";"3";"957.5814";"NEUTRAL";"C53H83NO14";"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C"
"CHEMBL3188267";"CAPMATINIB";"CAPMATINIB|Capmatinib|INC-280|INC280|INCB-28060|INCB-28060 FREE BASE|NVP-INC280|NVP-INC280-NX|NYP-INC280-NX";"Small molecule";"4";"412.43";"289";"299";"3.43";"85.07";"6";"1";"0";"4";"N";"0.49";"12.77";"4.55";"2.96";"2.96";"5";"MOL";"0";"31";"7";"1";"0";"412.1448";"NEUTRAL";"C23H17FN6O";"CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F"
"CHEMBL1321";"PROCARBAZINE";"Matulane|PROCARBAZINE|Procarbazine|RO-4-6467|RO-4-6467 FREE BASE";"Small molecule";"4";"221.30";"133";"734";"1.05";"53.16";"3";"3";"0";"5";"N";"0.65";"None";"5.56";"0.99";"0.98";"1";"MOL";"0";"16";"4";"3";"0";"221.1528";"NEUTRAL";"C12H19N3O";"CNNCc1ccc(C(=O)NC(C)C)cc1"
"CHEMBL1200645";"ETOPOSIDE PHOSPHATE";"BMY 40481|BMY-40481|ETOPOPHOS PRESERVATIVE FREE|ETOPOSIDE PHOSPHATE|Etopophos|VP-16|VP16";"Small molecule";"4";"668.54";"6";"8";"1.10";"207.36";"14";"4";"2";"7";"N";"0.24";"1.46";"None";"0.51";"-2.86";"2";"MOL";"0";"46";"16";"4";"2";"668.1506";"ACID";"C29H33O16P";"COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O"
"CHEMBL2107354";"MIFAMURTIDE";"CGP-19835|L-MTP-PE|MIFAMURTIDE|MIFAMURTIDE SODIUM HYDRATE|MIFAMURTIDE SODIUM SALT MONOHYDRATE";"Small molecule";"4";"1277.51";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1236.7485";"None";"C59H110N6NaO20P";"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+]"
"CHEMBL1569545";"CRIDANIMOD";"CRIDANIMOD";"Small molecule";"2";"253.26";"25";"47";"2.24";"59.30";"3";"1";"0";"2";"Y";"0.71";"3.68";"None";"2.60";"-0.71";"3";"MOL";"0";"19";"4";"1";"0";"253.0739";"ACID";"C15H11NO3";"O=C(O)Cn1c2ccccc2c(=O)c2ccccc21"
"CHEMBL314854";"FINGOLIMOD";"FINGOLIMOD|FTY-720|Fingolimod|GILENYA";"Small molecule";"4";"307.48";"38";"331";"3.20";"66.48";"3";"3";"0";"12";"N";"0.52";"None";"9.38";"4.06";"2.12";"1";"MOL";"0";"22";"3";"4";"0";"307.2511";"BASE";"C19H33NO2";"CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1"
"CHEMBL428647";"PACLITAXEL";"ABI-007|ABI-007 COMPONENT PACLITAXEL|Abraxane|BMS 181339-01|BMS-181339-01|DHP 107|DHP-107|MBT 0206|MBT-0206|NK 105|NK-105|NSC-125973|PACITAXEL|PACLITAXEL|PAXENE|QW-8184|TAXOL|TAXOL 100|Taxol";"Small molecule";"4";"853.92";"855";"6359";"3.74";"221.29";"14";"4";"2";"10";"N";"0.13";"11.90";"None";"3.54";"3.54";"3";"MOL";"0";"62";"15";"4";"2";"853.3310";"NEUTRAL";"C47H51NO14";"CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C"
"CHEMBL68117";"VOSAROXIN";"AG-7352|SNS-595|SPC-595|VORELOXIN|VOSAROXIN";"Small molecule";"3";"401.45";"6";"6";"0.96";"109.58";"9";"2";"0";"5";"N";"0.65";"4.87";"8.80";"-0.43";"-0.44";"3";"MOL";"0";"28";"9";"2";"0";"401.1158";"ZWITTERION";"C18H19N5O4S";"CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC"
"CHEMBL553025";"VINORELBINE";"VINORELBINE|Vinorelbine Base";"Small molecule";"4";"778.95";"822";"1592";"4.75";"133.87";"11";"2";"2";"7";"N";"0.20";"10.87";"8.66";"4.65";"2.86";"3";"MOL";"0";"57";"12";"2";"2";"778.3942";"BASE";"C45H54N4O8";"CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2"
"CHEMBL3545432";"IXAZOMIB CITRATE";"IXAZOMIB CITRATE|MLN-9708|MLN9708|NINLARO";"Small molecule";"4";"517.13";"2";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"516.0874";"None";"C20H23BCl2N2O9";"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1"
"CHEMBL1173655";"AFATINIB";"AFATINIB|BIBW-2992|BIBW2992|GILOTRIF|GIOTRIF";"Small molecule";"4";"485.95";"1078";"1559";"4.39";"88.61";"7";"2";"0";"8";"N";"0.46";"12.49";"8.81";"3.76";"2.34";"3";"MOL";"0";"34";"8";"2";"0";"485.1630";"BASE";"C24H25ClFN5O3";"CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1"
"CHEMBL4297516";"LURBINECTEDIN";"LURBINECTEDIN|PM-01183|PM-1183|PM01183|PM1183|ZEPSYRE|Zepzelca";"Small molecule";"4";"784.89";"";"";"4.19";"164.28";"14";"4";"2";"3";"N";"0.17";"9.34";"7.19";"4.52";"4.29";"4";"MOL";"0";"56";"14";"4";"2";"784.2778";"NEUTRAL";"C41H44N4O10S";"COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4"
"CHEMBL481";"IRINOTECAN";"Camptosar|IRINOTECAN|Irinotecan";"Small molecule";"4";"586.69";"191";"1148";"4.09";"114.20";"9";"1";"1";"4";"N";"0.36";"11.71";"9.47";"2.78";"0.72";"3";"MOL";"0";"43";"10";"1";"1";"586.2791";"BASE";"C33H38N4O6";"CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC"
"CHEMBL1614701";"SELUMETINIB";"ARRY-142886|ARRY-886|AZD-6244|AZD6244|SELUMETINIB|Selumetinib";"Small molecule";"4";"457.69";"1021";"1365";"3.53";"88.41";"6";"3";"0";"6";"N";"0.39";"10.26";"5.07";"4.27";"4.27";"3";"MOL";"0";"27";"7";"3";"0";"456.0000";"NEUTRAL";"C17H15BrClFN4O3";"Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21"
"CHEMBL3707247";"OZANIMOD";"OZANIMOD|RPC-1063|RPC1063";"Small molecule";"4";"404.47";"20";"33";"3.63";"104.20";"7";"2";"0";"7";"N";"0.62";"None";"8.96";"3.96";"2.39";"3";"MOL";"0";"30";"7";"2";"0";"404.1848";"BASE";"C23H24N4O3";"CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N"
"CHEMBL2216870";"IDELALISIB";"CAL-101|GS-1101|GS-11CAL-101|IDELALISIB|ZYDELIG";"Small molecule";"4";"415.43";"359";"581";"3.75";"101.38";"7";"2";"0";"5";"N";"0.45";"9.86";"3.25";"3.36";"3.36";"5";"MOL";"0";"31";"8";"2";"0";"415.1557";"NEUTRAL";"C22H18FN7O";"CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1"
"CHEMBL313302";"TRIAZIQUONE";"BAYER 3231|RIKER 601|TEIB|TRIAZIQUONE|TRIETHYLENEIMINOBENZOQUINONE";"Small molecule";"0";"231.25";"12";"31";"-0.82";"43.17";"5";"0";"0";"3";"N";"0.47";"None";"None";"-0.51";"-0.51";"0";"MOL";"0";"17";"5";"0";"0";"231.1008";"None";"C12H13N3O2";"O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1"
"CHEMBL455186";"TREOSULFAN";"NSC-39069|TREOSULFAN";"Small molecule";"4";"278.30";"4";"5";"-2.34";"127.20";"8";"2";"0";"7";"N";"0.50";"12.99";"None";"-2.60";"-2.60";"0";"MOL";"0";"16";"8";"2";"0";"278.0130";"NEUTRAL";"C6H14O8S2";"CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O"
"CHEMBL3622821";"UPADACITINIB";"ABT-494|RINVOQ|UPADACITINIB";"Small molecule";"4";"380.37";"5";"21";"2.91";"78.32";"4";"2";"0";"3";"N";"0.73";"13.99";"4.11";"0.85";"0.85";"3";"MOL";"0";"27";"7";"2";"0";"380.1572";"NEUTRAL";"C17H19F3N6O";"CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12"
"CHEMBL3833367";"SATRAPLATIN";"BMS-182751|BMY-45594|JM-216|SATRAPLATIN";"Small molecule";"3";"500.28";"2";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"499.0605";"None";"C10H22Cl2N2O4Pt";""
"CHEMBL271227";"ABIRATERONE ACETATE";"ABIRATERONE ACETATE|CB-7630|CB7630|YONSA|ZYTIGA";"Small molecule";"4";"391.56";"7";"28";"5.97";"39.19";"3";"0";"1";"2";"N";"0.46";"None";"4.81";"4.41";"4.41";"1";"MOL";"0";"29";"3";"0";"1";"391.2511";"NEUTRAL";"C26H33NO2";"CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1"
"CHEMBL43452";"POMALIDOMIDE";"CC-4047|IMID 3|IMID-3|IMNOVID|POMALIDOMIDE|POMALYST";"Small molecule";"4";"273.25";"23";"54";"-0.33";"109.57";"5";"2";"0";"1";"N";"0.54";"11.59";"1.56";"-0.16";"-0.16";"1";"MOL";"0";"20";"7";"3";"0";"273.0750";"NEUTRAL";"C13H11N3O4";"Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O"
"CHEMBL414804";"OXALIPLATIN";"Eloxatin|JM-83|L-OHP|MBP-426 (LIPOSOMAL OXALIPLATIN)|NSC-266046|OXALIPLATIN|RP-54780|SR-96669";"Small molecule";"4";"395.27";"114";"712";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"395.0445";"None";"C8H12N2O4Pt";""
"CHEMBL1358";"FULVESTRANT";"FULVESTRANT|Faslodex|ICI 182,780|ICI-182780|ZD-9238|ZD9238";"Small molecule";"4";"606.78";"45";"313";"8.68";"57.53";"3";"2";"2";"14";"N";"0.16";"10.32";"None";"7.57";"7.57";"1";"MOL";"0";"41";"3";"2";"2";"606.3166";"NEUTRAL";"C32H47F5O3S";"C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O"
"CHEMBL4297185";"DAROLUTAMIDE";"BAY 1841788|BAY-1841788|BAY1841788|DAROLUTAMIDE|Nubeqa|ODM-201";"Small molecule";"4";"398.85";"10";"16";"2.67";"119.62";"6";"3";"0";"6";"N";"0.59";"9.81";"2.37";"2.45";"2.44";"3";"MOL";"0";"28";"8";"3";"0";"398.1258";"NEUTRAL";"C19H19ClN6O2";"CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1"
"CHEMBL671";"THIOTEPA";"NSC-6396|TEPADINA|THIOTEPA|Thioplex|Thiotepa";"Small molecule";"4";"189.22";"122";"247";"0.16";"9.03";"1";"0";"0";"3";"Y";"0.46";"None";"None";"-1.03";"-1.03";"0";"MOL";"0";"11";"3";"0";"0";"189.0490";"NEUTRAL";"C6H12N3PS";"S=P(N1CC1)(N1CC1)N1CC1"
"CHEMBL1946170";"REGORAFENIB";"BAY 73-4506|BAY 73-4506 monohydrate|BAY-73-4506|BAY-734506|REGORAFENIB|Stivarga";"Small molecule";"4";"482.82";"324";"431";"5.69";"92.35";"4";"3";"1";"5";"N";"0.41";"10.52";"3.02";"4.49";"4.49";"3";"MOL";"0";"33";"7";"3";"1";"482.0769";"NEUTRAL";"C21H15ClF4N4O3";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1"
"CHEMBL427";"MECHLORETHAMINE";"CHLORMETHINE|MECHLORETHAMINE|Mechlorethamine|Mustargen|NSC-10107|NSC-128663";"Small molecule";"4";"156.06";"42";"104";"1.40";"3.24";"1";"0";"0";"4";"N";"0.56";"None";"6.08";"1.52";"1.50";"0";"MOL";"0";"8";"1";"0";"0";"155.0269";"NEUTRAL";"C5H11Cl2N";"CN(CCCl)CCCl"
"CHEMBL3402762";"TEPOTINIB";"EMD 1214063|EMD-1214063|EMD1214063|MSC-2156119|MSC-2156119J|MSC2156119|TEPOTINIB|Tepotinib";"Small molecule";"4";"492.58";"302";"342";"4.01";"96.93";"8";"0";"0";"7";"N";"0.38";"None";"9.13";"4.00";"2.26";"4";"MOL";"0";"37";"8";"0";"0";"492.2274";"BASE";"C29H28N6O2";"CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1"
"CHEMBL1351";"CARBOPLATIN";"CARBOPLATIN|Carboplatine|JM-8|NSC-201345|NSC-241240|Paraplatin";"Small molecule";"4";"371.25";"235";"2643";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"371.0445";"None";"C6H12N2O4Pt";""
"CHEMBL2141296";"IXAZOMIB";"IXAZOMIB|MLN-2238|MLN-9708 FREE BASE|MLN2238|NINLARO";"Small molecule";"4";"361.03";"20";"46";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"360.0815";"None";"C14H19BCl2N2O4";"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O"
"CHEMBL1023";"BEXAROTENE";"BEXAROTENE|LG-100069|LG100069|LGD-1069|LGD1069|Targretin|Targretine";"Small molecule";"4";"348.49";"719";"1006";"6.10";"37.30";"1";"1";"1";"3";"N";"0.73";"4.07";"None";"6.94";"3.82";"2";"MOL";"0";"26";"2";"1";"1";"348.2089";"ACID";"C24H28O2";"C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C"
"CHEMBL1683590";"ERIBULIN";"ER-086526|ERIBULIN|HALAVEN";"Small molecule";"4";"729.91";"7";"21";"3.44";"146.39";"12";"2";"2";"4";"N";"0.41";"None";"9.39";"2.31";"0.35";"0";"MOL";"0";"52";"12";"3";"2";"729.4088";"BASE";"C40H59NO11";"C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC"
"CHEMBL1619";"CLADRIBINE";"CLADARIBINE|CLADRIBINE|LEUSTAT|LITAK|Leustatin|MAVENCLAD|NSC-05014|NSC-105014|NSC-105014-F|RWJ 26251|RWJ-26251";"Small molecule";"4";"285.69";"188";"529";"-0.30";"119.31";"8";"3";"0";"2";"N";"0.65";"13.89";"2.22";"-0.28";"-0.28";"2";"MOL";"0";"19";"8";"4";"0";"285.0629";"NEUTRAL";"C10H12ClN5O3";"Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1"
"CHEMBL3039558";"ETIRINOTECAN PEGOL";"ETIRINOTECAN PEGOL|NKTR-102";"Small molecule";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL1096882";"FLUDARABINE PHOSPHATE";"FLUDARABINE|FLUDARABINE 5'-MONOPHOSPHATE|FLUDARABINE PHOSPHATE|Fludara|NSC-312887|NSC-328002|OFORTA";"Small molecule";"4";"365.21";"21";"34";"-1.72";"186.07";"10";"5";"0";"4";"N";"0.31";"1.22";"0.59";"-1.97";"-5.12";"2";"MOL";"0";"24";"12";"6";"2";"365.0537";"ACID";"C10H13FN5O7P";"Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O"
"CHEMBL413";"SIROLIMUS";"AY-22989|L04AA10|NSC-226080|RAPAMYCIN|Rapamune|SIROLIMUS|SM-88 COMPONENT SIROLIMUS|WY-090217";"Small molecule";"4";"914.19";"945";"2626";"6.18";"195.43";"13";"3";"3";"6";"N";"0.16";"9.96";"None";"7.45";"7.45";"0";"MOL";"0";"65";"14";"3";"3";"913.5551";"NEUTRAL";"C51H79NO13";"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C"
"CHEMBL3989887";"TACROLIMUS";"ADOPORT|ADVAGRAF|ASTAGRAF XL|CAPEXION|ENVARSUS|ENVARSUS XR|FK 506|FR900506|MODIGRAF|PERIXIS|Prograf|Protopic|TACNI|TACROLIMUS|TACROLIMUS HYDRATE|VIVADEX";"Small molecule";"4";"822.05";"";"";"4.64";"178.36";"12";"3";"2";"7";"N";"0.18";"9.96";"None";"5.59";"5.59";"0";"MOL";"0";"57";"13";"3";"2";"803.4820";"NEUTRAL";"C44H71NO13";"C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O"
"CHEMBL488";"AMINOGLUTETHIMIDE";"AMINOGLUTETHIMIDE|Aminoglutethimide|Cytadren|ORIMETEN";"Small molecule";"4";"232.28";"227";"760";"1.35";"72.19";"3";"2";"0";"2";"N";"0.60";"11.69";"4.28";"1.30";"1.30";"1";"MOL";"0";"17";"4";"3";"0";"232.1212";"NEUTRAL";"C13H16N2O2";"CCC1(c2ccc(N)cc2)CCC(=O)NC1=O"
"CHEMBL1399";"ANASTROZOLE";"ANASTROZOLE|Arimidex|ICI D1033|ICI-D1033|NASTROSA|ZD-1033|ZD1033";"Small molecule";"4";"293.37";"131";"996";"2.93";"78.29";"5";"0";"0";"4";"N";"0.87";"None";"2.00";"3.03";"3.03";"2";"MOL";"0";"22";"5";"0";"0";"293.1640";"NEUTRAL";"C17H19N5";"CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1"
"CHEMBL1489";"AZACITIDINE";"AZACITIDINE|LADAKAMYCIN|NSC-102816|ONUREG|U-18,496|U-18496|Vidaza";"Small molecule";"4";"244.21";"181";"645";"-3.17";"143.72";"9";"4";"0";"2";"N";"0.43";"12.55";"None";"-3.07";"-3.07";"1";"MOL";"0";"17";"9";"5";"0";"244.0808";"NEUTRAL";"C8H12N4O5";"Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1"
"CHEMBL58";"MITOXANTRONE";"MITOXANTRONE|MITOXANTRONE HYDROCHLORIDE|NSC-279836|Novantrone";"Small molecule";"4";"444.49";"336";"1710";"-0.14";"163.18";"10";"8";"1";"12";"N";"0.14";"8.21";"9.22";"0.75";"-1.09";"2";"MOL";"0";"32";"10";"8";"1";"444.2009";"BASE";"C22H28N4O6";"O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21"
"CHEMBL108358";"TIAZOFURIN";"CI-909|NSC-286193|RIBOXAMIDE|TIAZOFURIN|TIAZOFURINE";"Small molecule";"0";"260.27";"47";"346";"-1.60";"125.90";"7";"4";"0";"3";"N";"0.52";"12.55";"None";"-2.03";"-2.03";"1";"MOL";"0";"17";"7";"5";"0";"260.0467";"NEUTRAL";"C9H12N2O5S";"NC(=O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1"
"CHEMBL917";"FLOXURIDINE";"5-Fluoro-2-deoxyuridine|F.U.D.R.|FLOXURIDINE|FLUORURIDINE DEOXYRIBOSE|FUDR|NSC-27640";"Small molecule";"4";"246.19";"284";"1456";"-1.68";"104.55";"6";"3";"0";"2";"N";"0.58";"8.08";"None";"-1.32";"-1.40";"1";"MOL";"0";"17";"7";"3";"0";"246.0652";"NEUTRAL";"C9H11FN2O5";"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F"
"CHEMBL608533";"MIDOSTAURIN";"CGP 41251|CGP-41251|MIDOSTAURIN|Midostaurin|NVP-PKC412|PKC 412|PKC-412|RYDAPT";"Small molecule";"4";"570.65";"1162";"2656";"5.91";"77.73";"6";"1";"2";"3";"N";"0.29";"13.51";"None";"5.43";"5.43";"6";"MOL";"0";"43";"8";"1";"2";"570.2267";"NEUTRAL";"C35H30N4O4";"CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4"
